Number of punctuation signs,Number of words capitalized,Number of !,Number of ?,Number of words,Overall polarity,Overall subjectivity,Number of pozitive words,Number of negative words,Number of negative capitalized words,Number of pozitive capitalized words,Number of urls,Percentage of capitalized words,Number of pozitive nouns,Number of negative nouns,Number of pozitive verbs,Number of negative verbs,Number of negative adverbs,Number of pozitive adverbs,Number of pozitive adjectives,Number of negative adjectives,Sum of all nouns polarity,Sum of all verbs polarity,Sum of all adjectives polarity,Sum of all adverbs polarity,Label
0.07894736842105263,0.10404624277456648,0.017543859649122806,0.0,0.6630434782608695,0.6345095693779904,0.4305023923444976,0.5454545454545454,0.0,0.0,0.16666666666666666,0.0,0.13138686131386862,0.0,0.0,0.6,0.0,0.0,0.2222222222222222,0.4444444444444444,0.0,0.6212624584717608,0.8448275862068967,0.6053641948222904,0.5134948096885812,pozitive
0.04824561403508772,0.005780346820809248,0.0,0.0,0.20652173913043478,0.65625,0.4625,0.045454545454545456,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.4,0.0,0.0,0.0,0.1111111111111111,0.0,0.6212624584717608,0.7241379310344828,0.49775120666959194,0.3294117647058823,pozitive
0.05701754385964912,0.07514450867052024,0.0,0.0,0.5597826086956522,0.5176650317275318,0.4919645169645169,0.18181818181818182,0.35714285714285715,0.0,0.0,0.0,0.11016949152542373,0.0,0.0,0.2,0.0,0.0,0.0,0.1111111111111111,0.2857142857142857,0.6212624584717608,0.5890804597701149,0.41542132176730684,0.3294117647058823,negative
0.09210526315789473,0.06358381502890173,0.0,0.0,0.4673913043478261,0.44053030303030305,0.5160353535353536,0.2727272727272727,0.14285714285714285,0.0,0.0,0.0,0.10891089108910891,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2857142857142857,0.6212624584717608,0.5172413793103449,0.3881636682755594,0.3294117647058823,negative
0.017543859649122806,0.03468208092485549,0.0,0.0,0.1956521739130435,0.284375,0.77875,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6212624584717608,0.25862068965517243,0.4398310662571303,0.3294117647058823,negative
0.09649122807017543,0.07514450867052024,0.0,0.0,0.47282608695652173,0.5189787485242031,0.49599567099567105,0.09090909090909091,0.07142857142857142,0.0,0.0,0.0,0.12745098039215685,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.14285714285714285,0.6212624584717608,0.6054075235109718,0.41293957249420177,0.3294117647058823,negative
0.16228070175438597,0.1329479768786127,0.017543859649122806,0.0,0.7934782608695652,0.5502450980392157,0.6401960784313726,0.3181818181818182,0.5,0.0,0.0,0.0,0.14285714285714285,0.2,0.125,0.0,0.6,0.25,0.1111111111111111,0.2777777777777778,0.14285714285714285,0.6079734219269103,0.37931034482758624,0.536364633611233,0.3391003460207612,pozitive
0.07456140350877193,0.08092485549132948,0.017543859649122806,0.0,0.41847826086956524,0.4737689393939394,0.4181818181818182,0.18181818181818182,0.07142857142857142,0.0,0.0,0.0,0.15217391304347827,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.16666666666666666,0.14285714285714285,0.6212624584717608,0.5172413793103449,0.5039216761737605,0.46505190311418676,negative
0.14035087719298245,0.08670520231213873,0.12280701754385964,0.0,0.6413043478260869,0.6868181818181818,0.5650000000000001,0.36363636363636365,0.14285714285714285,0.0,0.08333333333333333,0.0,0.11278195488721804,0.2,0.0,0.0,0.2,0.0,0.1111111111111111,0.3333333333333333,0.14285714285714285,0.6744186046511628,0.5,0.6234642387011847,0.36816608996539785,pozitive
0.05263157894736842,0.04046242774566474,0.017543859649122806,0.2857142857142857,0.22282608695652173,0.29583333333333334,0.675,0.09090909090909091,0.2857142857142857,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.2857142857142857,0.6079734219269103,0.5172413793103449,0.37225756910925845,0.3487889273356401,negative
0.15350877192982457,0.20809248554913296,0.07017543859649122,0.42857142857142855,0.8152173913043478,0.7359374999999999,0.571875,0.4090909090909091,0.0,0.0,0.0,0.0,0.21818181818181817,0.0,0.0,0.6,0.0,0.0,0.0,0.5,0.0,0.6212624584717608,0.6379310344827587,0.9212922334357174,0.3294117647058823,pozitive
0.02631578947368421,0.011560693641618497,0.03508771929824561,0.0,0.08695652173913043,0.34652777777777777,0.5111111111111111,0.0,0.21428571428571427,0.0,0.0,0.0,0.06451612903225806,0.0,0.125,0.0,0.0,0.5,0.0,0.0,0.0,0.5946843853820597,0.5172413793103449,0.4398310662571303,0.16793540945790073,negative
0.07456140350877193,0.18497109826589594,0.0,0.0,0.6467391304347826,0.5487179487179488,0.4192307692307693,0.3181818181818182,0.21428571428571427,0.14285714285714285,0.08333333333333333,0.0,0.23880597014925373,0.0,0.0,0.2,0.0,0.25,0.3333333333333333,0.16666666666666666,0.2857142857142857,0.6212624584717608,0.603448275862069,0.455517770952172,0.4359861591695502,negative
0.05701754385964912,0.10404624277456648,0.0,0.14285714285714285,0.5489130434782609,0.5539473684210526,0.4530075187969925,0.3181818181818182,0.0,0.0,0.0,0.0,0.15517241379310345,0.0,0.0,0.0,0.2,0.0,0.1111111111111111,0.2777777777777778,0.0,0.6212624584717608,0.3448275862068966,0.6534115840280825,0.3487889273356401,pozitive
0.06578947368421052,0.07514450867052024,0.0,0.0,0.3423913043478261,0.6796536796536796,0.6032467532467533,0.4090909090909091,0.07142857142857142,0.0,0.16666666666666666,0.0,0.16666666666666666,0.2,0.0,0.2,0.0,0.25,0.1111111111111111,0.2777777777777778,0.0,0.6744186046511628,0.5890804597701149,0.6226415094339622,0.3266435986159169,pozitive
0.04824561403508772,0.057803468208092484,0.12280701754385964,0.0,0.11956521739130435,0.525,0.6916666666666667,0.045454545454545456,0.0,0.0,0.0,0.0,0.2702702702702703,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.6212624584717608,0.5172413793103449,0.4398310662571303,0.3487889273356401,negative
0.039473684210526314,0.03468208092485549,0.0,0.0,0.30978260869565216,0.44848958333333333,0.5302083333333333,0.18181818181818182,0.21428571428571427,0.14285714285714285,0.16666666666666666,0.0,0.08333333333333333,0.2,0.125,0.2,0.2,0.25,0.0,0.16666666666666666,0.0,0.6079734219269103,0.5129310344827587,0.49775120666959194,0.27289504036908874,negative
0.02631578947368421,0.03468208092485549,0.017543859649122806,0.0,0.2554347826086957,0.48392857142857143,0.3464285714285715,0.045454545454545456,0.2857142857142857,0.0,0.0,0.0,0.0967741935483871,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.5149501661129567,0.603448275862069,0.4398310662571303,0.3197231833910034,negative
0.13596491228070176,0.14450867052023122,0.0,0.0,0.7989130434782609,0.6135,0.5356666666666666,0.36363636363636365,0.0,0.0,0.16666666666666666,0.0,0.15432098765432098,0.0,0.0,0.2,0.0,0.0,0.2222222222222222,0.2777777777777778,0.0,0.6212624584717608,0.5344827586206897,0.5629113646336112,0.542560553633218,negative
0.017543859649122806,0.03468208092485549,0.0,0.0,0.09782608695652174,0.79375,0.65,0.13636363636363635,0.0,0.0,0.08333333333333333,0.0,0.18181818181818182,0.0,0.0,0.2,0.0,0.0,0.0,0.1111111111111111,0.0,0.6212624584717608,0.6379310344827587,0.5230912681000438,0.3294117647058823,pozitive
0.008771929824561403,0.023121387283236993,0.0,0.0,0.20652173913043478,0.6041666666666666,0.5083333333333333,0.13636363636363635,0.07142857142857142,0.0,0.08333333333333333,0.0,0.07547169811320754,0.0,0.0,0.2,0.0,0.0,0.0,0.16666666666666666,0.0,0.6212624584717608,0.5862068965517241,0.519471259324265,0.3294117647058823,pozitive
0.008771929824561403,0.011560693641618497,0.0,0.0,0.03804347826086957,0.5,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6212624584717608,0.5172413793103449,0.4398310662571303,0.3294117647058823,pozitive
0.039473684210526314,0.046242774566473986,0.0,0.0,0.30978260869565216,0.649537037037037,0.5564814814814815,0.22727272727272727,0.0,0.0,0.08333333333333333,0.0,0.1111111111111111,0.2,0.0,0.0,0.0,0.0,0.2222222222222222,0.05555555555555555,0.0,0.7009966777408637,0.5172413793103449,0.46517112768758223,0.5231833910034601,pozitive
0.07894736842105263,0.10982658959537572,0.017543859649122806,0.0,0.5380434782608695,0.48142857142857143,0.39261904761904765,0.13636363636363635,0.2857142857142857,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.2,0.0,0.2222222222222222,0.05555555555555555,0.42857142857142855,0.6212624584717608,0.5,0.4036309784993418,0.3972318339100346,negative
0.05263157894736842,0.10404624277456648,0.0,0.0,0.43478260869565216,0.6255555555555555,0.6394444444444446,0.3181818181818182,0.42857142857142855,0.14285714285714285,0.16666666666666666,0.0,0.18947368421052632,0.4,0.125,0.0,0.0,0.25,0.0,0.2777777777777778,0.5714285714285714,0.7142857142857143,0.5172413793103449,0.6546182536200088,0.3100346020761245,pozitive
0.03070175438596491,0.057803468208092484,0.05263157894736842,0.0,0.16847826086956522,0.09375,0.65,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.14285714285714285,0.6212624584717608,0.4310344827586207,0.36743089074155333,0.3294117647058823,negative
0.08771929824561403,0.07514450867052024,0.0,0.0,0.4673913043478261,0.45,0.30000000000000004,0.09090909090909091,0.14285714285714285,0.0,0.0,0.0,0.12871287128712872,0.0,0.0,0.0,0.6,0.0,0.1111111111111111,0.1111111111111111,0.0,0.6212624584717608,0.3448275862068966,0.49051118911803426,0.36816608996539785,negative
0.03070175438596491,0.046242774566473986,0.0,0.0,0.15760869565217392,0.675,0.42500000000000004,0.13636363636363635,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.6212624584717608,0.5172413793103449,0.5411913119789381,0.3294117647058823,pozitive
0.10964912280701754,0.1676300578034682,0.0,0.0,0.8369565217391305,0.6459563164108619,0.5268299881936245,0.6818181818181818,0.14285714285714285,0.0,0.08333333333333333,0.0,0.17159763313609466,0.4,0.125,0.0,0.2,0.0,0.3333333333333333,0.5555555555555556,0.0,0.6899224806201549,0.5,0.8177380430013163,0.48166089965397924,pozitive
0.05701754385964912,0.07514450867052024,0.017543859649122806,0.0,0.42934782608695654,0.35963541666666665,0.49062500000000003,0.09090909090909091,0.2857142857142857,0.14285714285714285,0.0,0.0,0.13829787234042554,0.0,0.0,0.0,0.2,0.0,0.0,0.1111111111111111,0.42857142857142855,0.6212624584717608,0.4310344827586207,0.3432974989030277,0.3294117647058823,negative
0.039473684210526314,0.07514450867052024,0.03508771929824561,0.0,0.3695652173913043,0.7730769230769231,0.5346153846153846,0.3181818181818182,0.0,0.0,0.08333333333333333,0.0,0.1566265060240964,0.0,0.0,0.2,0.0,0.0,0.0,0.3888888888888889,0.0,0.6212624584717608,0.603448275862069,0.8163119789381308,0.3294117647058823,pozitive
0.017543859649122806,0.023121387283236993,0.017543859649122806,0.0,0.19021739130434784,0.6375,0.625,0.09090909090909091,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.6212624584717608,0.5172413793103449,0.5375713032031593,0.29065743944636674,negative
0.02631578947368421,0.06936416184971098,0.017543859649122806,0.0,0.29891304347826086,0.6333333333333333,0.46666666666666673,0.13636363636363635,0.07142857142857142,0.14285714285714285,0.08333333333333333,0.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.25,0.0,0.16666666666666666,0.0,0.6212624584717608,0.5172413793103449,0.5918714348398421,0.23252595155709338,pozitive
0.08333333333333333,0.09826589595375723,0.0,0.0,0.27717391304347827,0.6083333333333334,0.45,0.09090909090909091,0.0,0.0,0.0,0.0,0.25757575757575757,0.0,0.0,0.2,0.0,0.0,0.0,0.1111111111111111,0.0,0.6212624584717608,0.6206896551724138,0.4543111013602457,0.3294117647058823,pozitive
0.06578947368421052,0.06936416184971098,0.0,0.0,0.29891304347826086,0.65,0.1,0.045454545454545456,0.0,0.0,0.0,0.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.6212624584717608,0.5172413793103449,0.4615511189118034,0.3294117647058823,negative
0.013157894736842105,0.03468208092485549,0.0,0.0,0.05434782608695652,0.6020833333333333,0.6708333333333334,0.045454545454545456,0.07142857142857142,0.14285714285714285,0.0,0.0,0.24,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.14285714285714285,0.6212624584717608,0.6379310344827587,0.41871434839842037,0.3294117647058823,pozitive
0.02631578947368421,0.028901734104046242,0.0,0.0,0.10326086956521739,0.4166666666666667,0.39791666666666664,0.045454545454545456,0.07142857142857142,0.14285714285714285,0.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.2,0.0,0.1111111111111111,0.0,0.14285714285714285,0.6212624584717608,0.41379310344827586,0.42776437033786746,0.3487889273356401,negative
0.04824561403508772,0.05202312138728324,0.0,0.42857142857142855,0.32065217391304346,0.465625,0.4333333333333333,0.045454545454545456,0.35714285714285715,0.0,0.0,0.0,0.12162162162162163,0.0,0.0,0.0,0.0,0.25,0.0,0.05555555555555555,0.5714285714285714,0.6212624584717608,0.5172413793103449,0.3891509433962264,0.3051903114186851,pozitive
0.043859649122807015,0.04046242774566474,0.0,0.0,0.23369565217391305,0.47733333333333333,0.5771666666666667,0.13636363636363635,0.21428571428571427,0.0,0.08333333333333333,0.0,0.1206896551724138,0.2,0.125,0.0,0.2,0.0,0.1111111111111111,0.05555555555555555,0.2857142857142857,0.6212624584717608,0.5,0.40121763931548926,0.3778546712802768,negative
0.06578947368421052,0.05202312138728324,0.0,0.0,0.5163043478260869,0.579376584953508,0.3689701324316709,0.2727272727272727,0.14285714285714285,0.14285714285714285,0.0,0.0,0.08181818181818182,0.2,0.125,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.6611295681063122,0.5172413793103449,0.5546370588604024,0.3532605802501996,negative
0.06140350877192982,0.08092485549132948,0.0,0.0,0.375,0.5,0.4666666666666666,0.22727272727272727,0.14285714285714285,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.2,0.0,0.0,0.0,0.05555555555555555,0.2857142857142857,0.6212624584717608,0.560344827586207,0.42173102237823606,0.3294117647058823,pozitive
0.03508771929824561,0.046242774566473986,0.0,0.0,0.29347826086956524,0.4981060606060606,0.3677083333333333,0.09090909090909091,0.14285714285714285,0.14285714285714285,0.0,0.0,0.11594202898550725,0.0,0.0,0.0,0.0,0.25,0.2222222222222222,0.05555555555555555,0.14285714285714285,0.6212624584717608,0.5172413793103449,0.4376371215445371,0.36816608996539785,negative
0.06578947368421052,0.09248554913294797,0.0,0.0,0.5489130434782609,0.48840686274509804,0.6155882352941178,0.2727272727272727,0.42857142857142855,0.0,0.0,0.0,0.13793103448275862,0.2,0.125,0.0,0.0,0.0,0.2222222222222222,0.16666666666666666,0.7142857142857143,0.6522702104097452,0.5172413793103449,0.3437198332602019,0.38754325259515565,negative
0.05263157894736842,0.046242774566473986,0.017543859649122806,0.0,0.3967391304347826,0.5871794871794872,0.36153846153846153,0.5454545454545454,0.07142857142857142,0.0,0.0,0.0,0.09090909090909091,0.0,0.125,0.6,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.5681063122923588,0.7183908045977012,0.5194712593242651,0.44083044982698955,pozitive
0.03508771929824561,0.057803468208092484,0.03508771929824561,0.0,0.2554347826086957,0.63125,0.3625,0.36363636363636365,0.07142857142857142,0.0,0.0,0.0,0.16129032258064516,0.4,0.125,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.6744186046511628,0.5172413793103449,0.4543111013602457,0.4844290657439447,pozitive
0.02631578947368421,0.05202312138728324,0.017543859649122806,0.0,0.33695652173913043,0.5517857142857143,0.5571428571428572,0.22727272727272727,0.07142857142857142,0.0,0.08333333333333333,0.0,0.11688311688311688,0.0,0.125,0.0,0.2,0.0,0.1111111111111111,0.16666666666666666,0.0,0.5681063122923588,0.4482758620689655,0.532141290039491,0.36816608996539785,pozitive
0.02631578947368421,0.046242774566473986,0.05263157894736842,0.0,0.2554347826086957,0.6266826923076922,0.45000000000000007,0.45454545454545453,0.21428571428571427,0.0,0.16666666666666666,0.0,0.12903225806451613,0.6,0.375,0.0,0.0,0.0,0.0,0.3888888888888889,0.0,0.6079734219269102,0.5172413793103449,0.6787516454585344,0.3294117647058823,pozitive
0.06140350877192982,0.046242774566473986,0.0,0.0,0.29891304347826086,0.503515625,0.50625,0.18181818181818182,0.21428571428571427,0.0,0.08333333333333333,0.0,0.11428571428571428,0.0,0.125,0.2,0.0,0.0,0.1111111111111111,0.1111111111111111,0.14285714285714285,0.5681063122923588,0.6379310344827587,0.44073606845107505,0.36816608996539785,negative
0.14912280701754385,0.06358381502890173,0.017543859649122806,0.0,0.8532608695652174,0.4264880952380952,0.3761904761904762,0.18181818181818182,0.7142857142857143,0.0,0.0,0.0,0.06395348837209303,0.0,0.625,0.0,0.8,0.0,0.1111111111111111,0.16666666666666666,0.42857142857142855,0.35548172757475077,0.3448275862068966,0.4226360245721808,0.3778546712802768,negative
0.02631578947368421,0.05202312138728324,0.0,0.0,0.1793478260869565,0.584375,0.44375,0.18181818181818182,0.0,0.0,0.08333333333333333,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.6212624584717608,0.5172413793103449,0.49775120666959194,0.3294117647058823,pozitive
0.08771929824561403,0.08670520231213873,0.03508771929824561,0.0,0.7010869565217391,0.5458928571428572,0.4635714285714285,0.3181818181818182,0.14285714285714285,0.0,0.08333333333333333,0.0,0.10416666666666667,0.4,0.125,0.0,0.6,0.0,0.1111111111111111,0.2222222222222222,0.0,0.6478405315614618,0.22413793103448276,0.5918714348398421,0.36041522491349476,pozitive
0.05701754385964912,0.04046242774566474,0.017543859649122806,0.0,0.5652173913043478,0.5685340909090909,0.6210606060606061,0.6363636363636364,0.35714285714285715,0.0,0.0,0.0,0.058823529411764705,0.6,0.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.14285714285714285,0.5946843853820597,0.5172413793103449,0.6451842913558579,0.4553633217993079,negative
0.06578947368421052,0.09826589595375723,0.0,0.0,0.5815217391304348,0.4876010101010101,0.47585858585858587,0.22727272727272727,0.42857142857142855,0.14285714285714285,0.08333333333333333,0.0,0.13934426229508196,0.0,0.25,0.0,0.2,0.25,0.2222222222222222,0.16666666666666666,0.2857142857142857,0.5149501661129567,0.4655172413793104,0.45513383062746815,0.42952710495963087,negative
